ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
12-06-2016,1,528,1
12-06-2016,4,215,1
12-06-2016,6,485,1
12-06-2016,8,563,1
01-07-2016,9,362,1
07-07-2016,10,358,1
08-07-2016,6,480,1
08-07-2016,9,375,1
08-07-2016,9,480,1
08-07-2016,10,479,1
08-07-2016,10,537,1
09-07-2016,4,220,1
09-07-2016,9,358,1
10-07-2016,6,538,1
10-07-2016,10,235,1
11-07-2016,1,354,1
11-07-2016,4,477,2
11-07-2016,6,478,1
11-07-2016,6,540,1
11-07-2016,8,477,1
11-07-2016,9,477,1
11-07-2016,9,535,1
11-07-2016,9,537,1
11-07-2016,9,604,1
12-07-2016,4,466,1
12-07-2016,4,528,1
12-07-2016,4,540,1
12-07-2016,6,474,1
12-07-2016,7,220,1
12-07-2016,7,595,1
12-07-2016,9,564,1
12-07-2016,10,598,1
03-08-2016,9,352,1
07-08-2016,8,381,1
07-08-2016,9,478,1
07-08-2016,9,480,1
07-08-2016,9,487,1
07-08-2016,10,480,1
08-08-2016,1,536,1
08-08-2016,10,371,1
09-08-2016,6,475,1
09-08-2016,9,360,1
09-08-2016,9,538,1
10-08-2016,1,536,1
10-08-2016,4,477,1
10-08-2016,9,480,1
10-08-2016,9,540,1
11-08-2016,1,478,1
11-08-2016,4,472,1
11-08-2016,10,536,1
12-08-2016,4,214,1
12-08-2016,9,490,1
12-08-2016,9,577,1
12-08-2016,10,462,1
01-09-2016,8,373,1
07-09-2016,7,215,1
08-09-2016,9,373,1
08-09-2016,9,535,1
08-09-2016,9,540,1
09-09-2016,4,477,1
09-09-2016,7,477,1
09-09-2016,7,478,1
09-09-2016,8,480,1
10-09-2016,1,223,1
10-09-2016,1,478,1
10-09-2016,4,223,1
10-09-2016,7,229,1
10-09-2016,7,530,1
10-09-2016,8,235,1
10-09-2016,9,477,1
10-09-2016,10,464,1
10-09-2016,10,480,1
10-09-2016,10,529,1
11-09-2016,1,478,1
11-09-2016,7,220,1
11-09-2016,9,477,1
11-09-2016,10,477,1
12-09-2016,4,223,1
12-09-2016,4,480,1
12-09-2016,4,530,1
12-09-2016,4,537,1
12-09-2016,6,471,1
12-09-2016,6,475,1
12-09-2016,8,479,1
12-09-2016,9,479,1
12-09-2016,9,530,1
01-10-2016,9,381,1
06-10-2016,4,356,1
08-10-2016,7,477,1
08-10-2016,9,220,1
09-10-2016,9,385,1
09-10-2016,9,528,1
09-10-2016,10,489,1
09-10-2016,10,529,1
10-10-2016,4,232,1
10-10-2016,4,464,1
10-10-2016,4,537,1
10-10-2016,9,478,1
10-10-2016,9,529,1
10-10-2016,9,535,1
10-10-2016,10,479,1
10-10-2016,10,535,1
11-10-2016,1,362,1
11-10-2016,4,530,1
11-10-2016,6,528,1
11-10-2016,7,479,1
11-10-2016,10,485,1
12-10-2016,7,537,1
12-10-2016,9,478,1
05-11-2016,7,352,1
07-11-2016,4,477,1
07-11-2016,8,232,1
08-11-2016,4,385,1
08-11-2016,6,477,1
08-11-2016,9,528,1
09-11-2016,8,538,1
09-11-2016,9,480,1
09-11-2016,10,389,1
10-11-2016,1,580,1
10-11-2016,4,528,1
10-11-2016,6,600,1
10-11-2016,9,530,1
11-11-2016,1,220,1
12-11-2016,1,371,1
12-11-2016,9,476,1
12-11-2016,9,477,1
02-12-2016,9,330,1
03-12-2016,1,336,1
06-12-2016,10,381,1
07-12-2016,4,478,1
07-12-2016,7,389,1
08-12-2016,1,528,1
08-12-2016,4,529,1
08-12-2016,4,535,1
08-12-2016,6,480,1
08-12-2016,8,477,1
08-12-2016,10,464,1
08-12-2016,10,565,1
09-12-2016,4,214,1
09-12-2016,6,536,1
10-12-2016,6,476,1
10-12-2016,6,537,1
10-12-2016,6,539,1
10-12-2016,9,360,1
10-12-2016,10,214,1
10-12-2016,10,215,1
11-12-2016,4,480,1
11-12-2016,6,606,1
11-12-2016,8,477,1
11-12-2016,9,535,1
11-12-2016,10,541,1
12-12-2016,4,220,1
12-12-2016,6,214,1
12-12-2016,7,214,1
12-12-2016,7,530,1
12-12-2016,7,536,1
12-12-2016,8,478,1
12-12-2016,10,485,1
01-01-2017,6,528,1
01-01-2017,9,477,1
01-01-2017,9,479,2
01-01-2017,9,528,1
01-01-2017,10,485,1
02-01-2017,1,477,1
02-01-2017,1,480,1
02-01-2017,1,600,1
02-01-2017,4,477,1
02-01-2017,4,485,1
02-01-2017,7,223,1
02-01-2017,9,528,1
03-01-2017,4,477,2
03-01-2017,4,535,1
03-01-2017,4,595,1
03-01-2017,8,215,1
03-01-2017,8,529,1
03-01-2017,9,220,1
03-01-2017,1,480,1
03-01-2017,6,530,1
03-01-2017,8,582,1
03-01-2017,10,485,1
04-01-2017,4,215,1
04-01-2017,4,354,1
04-01-2017,4,580,1
04-01-2017,6,229,1
04-01-2017,6,528,1
04-01-2017,8,383,1
05-01-2017,1,485,1
05-01-2017,4,215,1
05-01-2017,4,360,1
05-01-2017,10,479,1
06-01-2017,6,582,1
06-01-2017,8,358,1
06-01-2017,8,578,1
01-02-2017,1,537,1
01-02-2017,4,215,1
01-02-2017,4,479,1
01-02-2017,8,214,1
01-02-2017,8,528,1
01-02-2017,9,214,1
01-02-2017,9,561,1
02-02-2017,7,477,1
02-02-2017,8,232,1
02-02-2017,10,529,1
02-02-2017,10,538,1
03-02-2017,1,485,1
03-02-2017,4,528,1
03-02-2017,6,530,1
03-02-2017,9,474,1
04-02-2017,8,220,1
04-02-2017,10,480,1
05-02-2017,4,214,1
05-02-2017,4,477,1
05-02-2017,4,528,1
05-02-2017,9,480,1
06-02-2017,1,481,1
06-02-2017,6,477,1
01-03-2017,1,487,1
01-03-2017,4,485,1
01-03-2017,6,477,1
01-03-2017,7,540,1
01-03-2017,8,480,1
01-03-2017,9,477,1
02-03-2017,10,480,1
03-03-2017,1,215,1
03-03-2017,1,540,1
03-03-2017,4,528,1
03-03-2017,6,462,1
03-03-2017,7,375,1
03-03-2017,10,223,1
04-03-2017,4,477,1
04-03-2017,4,491,1
04-03-2017,6,486,1
04-03-2017,9,235,1
04-03-2017,9,536,1
04-03-2017,9,564,1
04-03-2017,10,480,1
04-03-2017,10,535,1
05-03-2017,9,529,1
06-03-2017,1,538,1
06-03-2017,7,477,1
06-03-2017,7,538,1
06-03-2017,9,478,1
06-03-2017,9,479,1
06-03-2017,9,488,1
06-03-2017,10,537,1
01-04-2017,4,536,1
01-04-2017,9,484,1
02-04-2017,4,529,1
02-04-2017,8,480,2
02-04-2017,9,560,1
03-04-2017,4,479,1
03-04-2017,6,232,1
03-04-2017,6,528,1
03-04-2017,9,528,1
03-04-2017,10,487,1
04-04-2017,4,480,1
04-04-2017,4,538,1
04-04-2017,7,561,1
04-04-2017,8,360,1
04-04-2017,8,477,1
04-04-2017,9,477,1
05-04-2017,4,606,1
05-04-2017,6,476,1
05-04-2017,7,539,1
05-04-2017,8,538,1
05-04-2017,8,571,1
06-04-2017,6,466,1
01-05-2017,1,479,1
01-05-2017,6,536,1
01-05-2017,7,214,1
01-05-2017,10,480,1
02-05-2017,4,477,1
02-05-2017,4,541,1
02-05-2017,6,214,1
02-05-2017,6,478,1
02-05-2017,6,481,1
02-05-2017,6,535,1
02-05-2017,9,478,1
02-05-2017,9,604,1
03-05-2017,4,354,1
03-05-2017,4,477,1
03-05-2017,6,580,1
03-05-2017,9,223,1
04-05-2017,6,480,1
04-05-2017,7,539,1
04-05-2017,8,539,1
05-05-2017,1,483,1
05-05-2017,4,480,1
05-05-2017,4,483,1
05-05-2017,8,223,1
05-05-2017,8,541,1
05-05-2017,9,480,1
05-05-2017,9,487,1
06-05-2017,1,220,1
06-05-2017,1,477,1
06-05-2017,7,214,1
01-06-2017,7,479,1
01-06-2017,7,486,1
01-06-2017,9,223,1
01-06-2017,9,385,1
02-06-2017,1,223,1
02-06-2017,1,485,1
02-06-2017,4,479,1
02-06-2017,4,528,1
02-06-2017,4,530,1
02-06-2017,4,539,1
02-06-2017,8,535,1
02-06-2017,10,487,1
02-06-2017,10,600,1
03-06-2017,6,220,1
03-06-2017,7,536,1
04-06-2017,1,220,1
04-06-2017,1,356,1
04-06-2017,1,477,1
04-06-2017,4,214,1
04-06-2017,4,223,2
04-06-2017,4,574,1
04-06-2017,8,605,1
05-06-2017,4,215,1
05-06-2017,4,477,1
05-06-2017,6,466,1
05-06-2017,6,485,1
05-06-2017,7,220,1
05-06-2017,7,528,1
05-06-2017,8,528,1
05-06-2017,9,480,1
06-06-2017,6,476,1
06-06-2017,6,485,1
06-06-2017,7,223,1
06-06-2017,8,530,1
06-06-2017,9,360,1
06-06-2017,10,536,1
01-07-2017,1,220,1
01-07-2017,1,490,1
01-07-2017,7,373,1
02-07-2017,1,582,1
02-07-2017,4,476,1
02-07-2017,4,487,1
02-07-2017,8,539,1
02-07-2017,8,562,1
02-07-2017,9,472,1
02-07-2017,9,528,1
02-07-2017,10,478,1
02-07-2017,10,539,1
03-07-2017,1,223,1
03-07-2017,4,491,1
03-07-2017,4,535,1
03-07-2017,4,575,1
03-07-2017,6,476,1
03-07-2017,9,214,1
04-07-2017,8,214,1
04-07-2017,8,480,1
04-07-2017,10,528,1
04-07-2017,10,530,1
04-07-2017,10,577,1
05-07-2017,4,578,1
05-07-2017,7,538,1
05-07-2017,10,214,1
06-07-2017,1,462,1
06-07-2017,1,539,1
06-07-2017,1,574,1
06-07-2017,4,352,1
06-07-2017,4,464,1
06-07-2017,4,478,1
06-07-2017,4,485,1
06-07-2017,6,235,1
06-07-2017,9,352,1
06-07-2017,9,464,1
06-07-2017,9,537,1
06-07-2017,9,538,1
01-08-2017,1,480,1
01-08-2017,1,489,1
01-08-2017,8,485,1
01-08-2017,10,535,1
02-08-2017,4,215,1
02-08-2017,4,478,1
02-08-2017,6,478,1
02-08-2017,7,215,1
02-08-2017,9,477,1
03-08-2017,1,490,1
03-08-2017,4,538,1
03-08-2017,8,215,1
03-08-2017,9,354,1
03-08-2017,9,605,1
03-08-2017,10,606,1
04-08-2017,4,476,1
04-08-2017,4,540,1
04-08-2017,7,215,1
04-08-2017,9,488,1
04-08-2017,10,215,1
05-08-2017,4,476,1
05-08-2017,4,537,1
05-08-2017,9,223,1
05-08-2017,9,535,1
06-08-2017,1,356,1
06-08-2017,1,537,1
06-08-2017,4,360,1
06-08-2017,8,563,1
06-08-2017,8,605,1
06-08-2017,9,477,1
06-08-2017,9,485,1
01-09-2017,4,478,1
01-09-2017,4,479,1
01-09-2017,6,474,1
01-09-2017,9,214,1
02-09-2017,7,377,1
02-09-2017,7,477,1
02-09-2017,8,226,1
03-09-2017,1,352,1
03-09-2017,6,472,1
03-09-2017,7,214,1
03-09-2017,7,528,1
03-09-2017,7,537,1
03-09-2017,9,536,1
04-09-2017,7,220,1
04-09-2017,9,539,1
05-09-2017,1,484,1
05-09-2017,4,220,1
05-09-2017,6,530,1
05-09-2017,7,362,1
05-09-2017,9,480,1
05-09-2017,9,528,1
05-09-2017,9,537,1
06-09-2017,1,478,1
06-09-2017,1,535,1
06-09-2017,6,528,1
06-09-2017,7,528,1
06-09-2017,9,387,1
06-09-2017,9,471,1
01-10-2017,1,220,1
01-10-2017,4,577,1
01-10-2017,6,462,1
01-10-2017,6,536,1
01-10-2017,6,538,1
01-10-2017,8,215,1
01-10-2017,10,535,1
02-10-2017,1,223,1
02-10-2017,7,481,1
03-10-2017,6,478,1
03-10-2017,10,528,1
04-10-2017,4,528,1
04-10-2017,6,220,1
04-10-2017,8,471,1
04-10-2017,8,560,1
04-10-2017,9,484,1
04-10-2017,10,383,1
04-10-2017,10,566,1
05-10-2017,1,578,1
05-10-2017,4,385,1
05-10-2017,4,480,1
05-10-2017,6,478,1
05-10-2017,6,537,1
05-10-2017,7,215,1
06-10-2017,1,466,1
06-10-2017,1,477,1
06-10-2017,1,581,1
06-10-2017,4,477,1
01-11-2017,1,484,1
01-11-2017,1,588,1
01-11-2017,4,529,1
01-11-2017,4,537,1
01-11-2017,7,220,1
01-11-2017,7,478,1
01-11-2017,9,215,1
01-11-2017,9,477,1
01-11-2017,9,484,1
01-11-2017,9,576,1
01-11-2017,10,464,1
02-11-2017,1,476,1
02-11-2017,6,477,1
02-11-2017,6,478,2
02-11-2017,6,529,1
02-11-2017,7,356,1
02-11-2017,10,539,1
03-11-2017,4,478,1
03-11-2017,4,485,1
03-11-2017,6,214,1
03-11-2017,7,541,1
04-11-2017,1,537,1
04-11-2017,4,536,1
04-11-2017,4,588,1
04-11-2017,7,479,1
04-11-2017,7,480,1
04-11-2017,9,375,1
04-11-2017,9,484,1
04-11-2017,9,563,1
05-11-2017,1,223,1
05-11-2017,1,480,1
05-11-2017,6,536,1
05-11-2017,10,541,1
06-11-2017,4,479,1
06-11-2017,6,223,1
06-11-2017,7,485,1
06-11-2017,9,485,1
06-11-2017,9,529,1
06-11-2017,9,584,1
01-12-2017,4,484,1
01-12-2017,6,537,1
01-12-2017,9,473,1
01-12-2017,9,479,1
02-12-2017,1,477,1
02-12-2017,4,477,1
02-12-2017,4,480,1
02-12-2017,6,485,1
02-12-2017,7,529,1
02-12-2017,9,480,1
02-12-2017,9,485,1
02-12-2017,10,479,1
03-12-2017,1,477,1
03-12-2017,4,232,1
03-12-2017,4,577,1
03-12-2017,8,479,1
03-12-2017,10,360,1
04-12-2017,4,530,1
04-12-2017,6,576,1
04-12-2017,7,575,1
04-12-2017,9,477,1
04-12-2017,10,478,1
04-12-2017,10,606,1
05-12-2017,4,214,1
05-12-2017,4,229,1
05-12-2017,4,479,1
05-12-2017,4,606,1
05-12-2017,10,360,1
05-12-2017,10,604,1
06-12-2017,4,478,1
06-12-2017,9,214,1
06-12-2017,9,529,1
06-12-2017,9,537,1
06-12-2017,10,477,1
13-01-2017,4,529,1
13-01-2017,9,473,1
14-01-2017,1,358,1
14-01-2017,6,485,1
14-01-2017,9,371,1
14-01-2017,10,229,1
14-01-2017,10,529,1
15-01-2017,1,232,1
15-01-2017,1,541,1
15-01-2017,6,477,1
15-01-2017,7,538,1
15-01-2017,8,530,1
15-01-2017,9,360,1
15-01-2017,9,488,1
15-01-2017,9,529,1
15-01-2017,10,478,1
16-01-2016,7,371,1
16-01-2017,9,540,1
16-01-2017,10,588,1
17-01-2017,4,214,1
17-01-2017,4,220,1
17-01-2017,4,528,1
17-01-2017,6,477,1
17-01-2017,6,529,1
17-01-2017,8,484,1
17-01-2017,9,477,1
17-01-2017,9,485,1
18-01-2015,9,312,1
18-01-2015,10,310,1
18-01-2017,1,528,1
18-01-2017,4,487,1
18-01-2017,4,528,1
18-01-2017,6,481,2
18-01-2017,8,220,1
18-01-2017,9,471,1
18-01-2017,9,474,1
18-01-2017,9,477,1
18-01-2017,10,529,1
19-01-2017,1,478,1
19-01-2017,9,214,1
19-01-2017,9,541,1
19-01-2017,10,475,1
19-01-2017,10,539,1
20-01-2017,7,229,1
20-01-2017,8,484,1
20-01-2017,8,538,1
20-01-2017,9,485,1
20-01-2017,10,215,1
20-01-2017,10,573,1
21-01-2015,8,346,1
21-01-2017,4,477,1
21-01-2017,7,214,1
21-01-2017,8,529,1
21-01-2017,9,489,1
21-01-2017,10,479,1
22-01-2015,4,311,1
22-01-2017,4,529,1
22-01-2017,6,535,1
22-01-2017,6,540,1
22-01-2017,8,529,1
22-01-2017,9,215,1
22-01-2017,9,477,1
22-01-2017,10,215,1
23-01-2016,4,332,1
23-01-2016,9,354,1
23-01-2017,6,223,1
23-01-2017,7,530,1
24-01-2017,6,214,1
24-01-2017,9,477,2
25-01-2017,1,529,1
25-01-2017,6,479,1
26-01-2016,9,330,1
26-01-2017,4,480,1
26-01-2017,4,530,1
26-01-2017,6,226,1
26-01-2017,6,477,1
26-01-2017,6,537,1
26-01-2017,7,537,1
27-01-2017,1,472,1
27-01-2017,1,528,1
27-01-2017,6,485,1
28-01-2017,1,537,1
28-01-2017,4,485,1
28-01-2017,6,536,1
28-01-2017,8,477,1
28-01-2017,9,358,1
28-01-2017,9,371,1
28-01-2017,9,487,1
28-01-2017,10,481,1
28-01-2017,10,530,1
29-01-2017,4,606,1
29-01-2017,6,528,1
29-01-2017,6,537,1
29-01-2017,7,536,1
29-01-2017,9,466,1
29-01-2017,10,530,1
30-01-2017,4,528,1
30-01-2017,9,462,1
31-01-2016,4,360,1
31-01-2017,4,477,1
31-01-2017,6,537,1
31-01-2017,8,479,1
31-01-2017,8,535,1
13-10-2015,9,352,2
13-10-2016,9,223,1
13-10-2016,9,383,1
13-10-2016,10,540,1
14-10-2016,1,581,1
14-10-2016,4,215,1
14-10-2016,9,477,1
15-10-2016,1,604,1
15-10-2016,10,352,1
16-10-2016,4,479,1
16-10-2016,4,485,1
16-10-2016,9,489,1
16-10-2016,10,381,1
17-10-2016,6,480,1
17-10-2016,8,530,1
17-10-2016,9,485,1
17-10-2016,9,538,1
18-10-2016,7,482,1
19-10-2016,4,589,1
19-10-2016,9,220,1
19-10-2016,9,354,1
20-10-2016,1,466,1
20-10-2016,1,480,1
20-10-2016,1,535,1
20-10-2016,9,464,1
20-10-2016,10,478,1
21-10-2016,1,223,1
21-10-2016,4,482,1
21-10-2016,6,215,1
21-10-2016,9,537,1
21-10-2016,9,539,1
22-10-2016,1,605,1
22-10-2016,6,530,1
22-10-2016,7,605,1
22-10-2016,9,479,1
22-10-2016,9,537,1
23-10-2015,9,354,1
23-10-2016,1,223,1
23-10-2016,4,360,1
23-10-2016,4,485,1
24-10-2016,4,214,1
24-10-2016,7,466,1
24-10-2016,8,541,1
25-10-2015,8,334,1
25-10-2016,4,540,1
25-10-2016,4,606,1
25-10-2016,9,477,1
25-10-2016,9,481,1
25-10-2016,10,485,1
26-10-2016,1,389,1
26-10-2016,1,528,1
26-10-2016,1,529,1
26-10-2016,1,530,1
26-10-2016,4,488,1
26-10-2016,8,478,1
26-10-2016,9,541,1
27-10-2015,6,368,1
27-10-2016,6,220,1
27-10-2016,9,489,1
28-10-2015,8,373,1
28-10-2016,4,223,1
28-10-2016,7,480,1
28-10-2016,7,484,1
28-10-2016,7,577,1
28-10-2016,9,220,1
28-10-2016,9,477,1
28-10-2016,10,471,1
29-10-2016,4,581,1
29-10-2016,6,541,1
29-10-2016,8,235,1
29-10-2016,9,538,1
29-10-2016,10,477,1
30-10-2015,7,370,1
30-10-2016,4,537,1
30-10-2016,6,475,1
30-10-2016,9,358,1
30-10-2016,10,371,1
31-10-2016,1,596,1
31-10-2016,4,215,1
31-10-2016,7,530,1
31-10-2016,8,358,1
31-10-2016,8,528,1
31-10-2016,8,584,1
31-10-2016,9,604,1
13-11-2016,1,479,1
13-11-2016,1,562,1
13-11-2016,9,375,1
14-11-2016,1,466,1
14-11-2016,1,589,1
14-11-2016,4,478,1
14-11-2016,7,215,1
14-11-2016,7,538,1
14-11-2016,9,537,1
14-11-2016,9,592,1
14-11-2016,10,215,1
14-11-2016,10,477,1
15-11-2016,1,480,1
15-11-2016,4,478,1
15-11-2016,4,560,1
16-11-2015,8,379,1
16-11-2016,1,528,1
16-11-2016,4,538,1
17-11-2016,1,480,1
17-11-2016,6,605,1
17-11-2016,8,584,1
17-11-2016,9,487,1
17-11-2016,10,385,1
18-11-2016,1,479,1
18-11-2016,6,480,1
18-11-2016,7,220,1
18-11-2016,7,487,1
18-11-2016,8,541,1
18-11-2016,9,220,1
18-11-2016,10,529,1
18-11-2016,10,583,1
18-11-2016,10,584,1
19-11-2016,4,220,1
19-11-2016,4,377,1
19-11-2016,4,486,1
19-11-2016,4,541,1
19-11-2016,6,584,1
19-11-2016,8,214,1
19-11-2016,9,214,1
19-11-2016,9,582,1
20-11-2015,8,360,1
20-11-2016,4,481,1
20-11-2016,6,462,1
20-11-2016,6,538,1
20-11-2016,8,529,1
20-11-2016,9,487,1
21-11-2016,1,220,1
21-11-2016,1,226,1
21-11-2016,4,362,1
21-11-2016,4,464,1
22-11-2016,4,356,1
22-11-2016,4,485,1
22-11-2016,6,220,1
22-11-2016,9,489,1
22-11-2016,10,214,1
23-11-2015,9,326,1
23-11-2016,1,478,1
23-11-2016,1,479,1
23-11-2016,4,215,1
23-11-2016,4,476,1
23-11-2016,9,214,1
24-11-2015,1,330,1
24-11-2016,1,220,1
24-11-2016,1,528,1
24-11-2016,9,536,1
24-11-2016,10,358,1
24-11-2016,10,478,1
25-11-2016,4,485,1
25-11-2016,6,484,1
25-11-2016,6,528,1
26-11-2016,4,529,1
26-11-2016,7,479,1
26-11-2016,8,484,1
27-11-2015,10,320,1
27-11-2016,6,528,1
27-11-2016,9,462,1
28-11-2016,1,480,1
28-11-2016,1,483,1
28-11-2016,1,530,1
28-11-2016,4,477,1
28-11-2016,9,215,1
28-11-2016,9,589,1
28-11-2016,10,477,1
28-11-2016,10,478,1
29-11-2016,1,535,1
29-11-2016,10,477,1
29-11-2016,10,479,1
30-11-2016,1,476,1
30-11-2016,4,214,1
30-11-2016,4,535,1
30-11-2016,7,476,1
30-11-2016,9,606,1
13-12-2016,1,480,1
13-12-2016,1,485,1
13-12-2016,4,535,1
13-12-2016,6,529,1
13-12-2016,8,223,1
13-12-2016,9,486,1
13-12-2016,9,530,1
14-12-2015,9,377,1
14-12-2016,1,540,1
14-12-2016,4,479,1
14-12-2016,6,220,1
15-12-2016,1,362,1
15-12-2016,1,478,1
15-12-2016,6,577,1
15-12-2016,7,489,1
15-12-2016,8,528,1
15-12-2016,8,538,1
15-12-2016,9,535,1
15-12-2016,9,572,1
15-12-2016,10,480,1
16-12-2015,4,377,1
16-12-2016,1,480,1
16-12-2016,6,530,1
16-12-2016,9,385,1
16-12-2016,10,484,1
17-12-2016,1,474,1
17-12-2016,1,539,1
17-12-2016,4,220,1
17-12-2016,4,583,1
17-12-2016,6,528,1
17-12-2016,6,537,1
17-12-2016,10,477,1
18-12-2015,4,352,1
18-12-2016,1,358,1
18-12-2016,6,477,1
19-12-2016,8,220,1
19-12-2016,9,576,1
19-12-2016,10,356,1
20-12-2016,1,529,1
20-12-2016,6,478,1
20-12-2016,8,223,1
20-12-2016,9,535,1
20-12-2016,10,575,1
21-12-2016,1,477,1
21-12-2016,6,360,1
21-12-2016,7,477,1
21-12-2016,10,480,1
22-12-2016,1,385,1
23-12-2016,4,215,1
23-12-2016,4,477,1
23-12-2016,4,488,1
23-12-2016,7,215,1
23-12-2016,9,484,1
24-12-2016,1,480,1
24-12-2016,1,537,1
24-12-2016,1,539,1
24-12-2016,4,481,1
24-12-2016,6,462,1
24-12-2016,6,477,1
24-12-2016,9,529,1
24-12-2016,9,530,1
25-12-2015,8,389,1
25-12-2016,1,214,1
25-12-2016,1,220,1
25-12-2016,4,476,1
25-12-2016,4,588,1
25-12-2016,7,215,1
25-12-2016,8,223,1
25-12-2016,9,229,1
25-12-2016,9,530,1
25-12-2016,10,232,1
26-12-2016,1,232,1
26-12-2016,1,479,1
26-12-2016,4,214,1
26-12-2016,6,528,1
26-12-2016,8,479,1
26-12-2016,9,387,1
26-12-2016,10,528,1
27-12-2016,6,528,1
27-12-2016,9,479,1
27-12-2016,9,480,1
28-12-2016,1,584,1
28-12-2016,4,214,1
28-12-2016,4,538,1
28-12-2016,6,537,1
28-12-2016,7,477,1
28-12-2016,8,214,1
28-12-2016,9,562,1
28-12-2016,9,605,1
29-12-2016,1,484,1
29-12-2016,1,528,1
30-12-2016,1,215,1
30-12-2016,1,535,1
30-12-2016,1,540,1
30-12-2016,4,381,1
30-12-2016,4,484,1
30-12-2016,6,482,1
30-12-2016,7,229,1
31-12-2016,4,223,1
31-12-2016,4,537,1
31-12-2016,6,539,1
31-12-2016,7,477,1
31-12-2016,8,580,1
31-12-2016,10,479,1
13-02-2017,7,529,1
13-02-2017,9,214,1
13-02-2017,9,528,1
14-02-2016,4,381,1
14-02-2017,1,229,1
14-02-2017,4,530,1
